,year,type,country,activity,age,species,month,fatal,gender
1307,1961,Provoked,australia,Spearfishing,23,"Grey nurse shark, 2.4 m [8'] ",Dec,N,M
1308,1961,Unprovoked,australia,"Surfing, pushing board ashore",22,Next morning a 3 m [10'] shark was caught that had Andrews' leg in its gut,Dec,Y,M
1309,1961,Unprovoked,australia,Swimming with other crew near wharf,17,1.8 m [6'] shark,Dec,N,M
1310,1961,Unprovoked,croatia,Swimming,19,White shark,Sep,Y,M
1311,1961,Unprovoked,usa,Swimming,16,"White shark, 4 m [13'] ",Aug,N,M
1312,1961,Unprovoked,usa,Wading,19,White shark,Aug,N,M
1313,1961,Unprovoked,usa,"Net fishing, picking catch from the net",38,2.4 m [8'] shark,Aug,N,M
1314,1961,Provoked,usa,Spearfishing,57,"43"" shark",Jul,N,M
1315,1961,Unprovoked,italy,Spearfishing,21,"White shark, 4.5 m ",Jul,N,M
1316,1961,Unprovoked,usa,Free diving for abalone,20,White shark,May,N,M
1317,1961,Unprovoked,usa,Walking in chest-deep water,52,"Hammerhead shark, 500-llb ",May,N,M
1318,1961,Invalid,usa,Splashing ,10,Shark involvement not confirmed,Apr,,M
1319,1961,Unprovoked,mozambique,Swimming,37,Zambesi shark,Apr,N,M
1320,1961,Unprovoked,australia,"Checking fish traps, fell into the water",40," ""gummy"" shark (Rhizoprionodon or Loxodon) 1.2 m [4']",Apr,N,M
1321,1961,Unprovoked,mozambique,"Swimming, using bundles of sticks as raft",38,Zambesi shark,Apr,Y,M
1322,1961,Unprovoked,australia,Swimming,24,3 m [10'] shark,Mar,N,M
1323,1961,Unprovoked,australia,Spearfishing,21,"White shark, 3.7 m [12'] ",Mar,N,M
1324,1961,Unprovoked,north pacific ocean,Free diving,33,"Grey reef shark, 1.8 m [6'] grey reef shark, identified by Dr. L.P. L. Schultz based on photographs; identified as C. melanopterus by Stewart",Mar,N,M
1325,1961,Unprovoked,south africa,"Spearfishing, shark grabbed his white t-shirt and towed him ",27,1.5 m [5'] shark,Feb,N,M
1326,1961,Unprovoked,south africa,Swimming,14,"2.1 m [7'], 90-kg shark",Feb,Y,M
1327,1961,Unprovoked,south africa,Swimming,15,White shark,Jan,N,M
1328,1961,Provoked,australia,Collecting aquarium specimens,27,"Wobbegong shark, 1.5 m [5'] ",Jan,N,M
1329,1961,Unprovoked,south africa,Standing,13,"White shark, based on bite pattern",Jan,N,M
1330,1960,Unprovoked,south africa,Swimming,25,"White shark, 3 m [10'], tooth fragment from wounds identified as that of a white shark",Dec,Y,M
1331,1960,Unprovoked,australia,"Fishing, when line became snagged on rock & he dived into water to free it ",33,"Grey nurse shark, 1m ",Dec,,M
1332,1960,Unprovoked,australia,Swimming,41,3' shark,Nov,,M
1333,1960,Provoked,usa,Holding shark on leader & dangling it above the water,15,"Lemon shark, 1164 mm, immature male, identified by  V.G. Springer",Aug,N,M
1334,1960,Provoked,usa,"Fishing, tossing netted shark onboard",41,"""sand shark""",Jul,N,M
1335,1960,Unprovoked,usa,Scuba diving,39,"Mako shark, 1.8 m to 2.1 m [6' to 7']  with hook & wire leader caught in mouth",Jun,N,M
1336,1960,Unprovoked,bermuda,Free diving but treading water at surface,25,"Dusky shark, 2.7 m [9'] dusky shark C. obscurus identified by S. Springer on tooth recovered",May,N,M
1337,1960,Unprovoked,usa,Swimming ,16,"White shark, 4 m to 5 m [13' to 16.5'] ",May,N,F
1338,1960,Unprovoked,south africa,Treading water,16,"White shark, 2.1 m [7']  based on tooth pattern",Apr,N,M
1339,1960,Unprovoked,usa,Skindiving for abalone (but at surface),48,"White shark, 4.9 m [16'] ",Apr,N,M
1340,1960,Invalid,bermuda,Floating on a raft,"21, 34,24 & 35",Questionable incident,Apr,,M
1341,1960,Unprovoked,australia,Surfing,17,"White shark, 3.7 m [12'] ",Apr,N,M
1342,1960,Unprovoked,usa,Treading water,42,"1.2 m [4'], possibly  larger shark",Mar,N,M
1343,1960,Unprovoked,australia,"Wading, fishing for flounder",30 & 32,Two 2.1 m [7'] sharks,Feb,N,M
1344,1960,Invalid,usa,Spearfishing,36,"According to Benjamin, the injury was inflicted by a barracuda, not a shark",Feb,,M
1345,1960,Unprovoked,australia,Free diving,13,Bull shark,Jan,Y,M
1346,1959,Unprovoked,australia,Body surfing,19,3.5 m [11.5'] shark,Nov,N,M
1347,1959,Unprovoked,australia,Standing in chest-deep water,17,"""a small shark""",Nov,N,M
1348,1959,Unprovoked,australia,Trailing the field in a surf race,19,3 m to 4.3 m [10' to 14'] shark,Nov,N,M
1349,1959,Unprovoked,usa,Swimming at surface through school of feeding 2.5' to 5 sharks,21,"Blue shark, 1.5 m [5'] ",Nov,N,M
1350,1959,Unprovoked,usa,Diving for abalone,30,"White shark, 5 m [16.5'], identified by Dr. W. I. Follett on tooth marks",Oct,N,M
1351,1959,Unprovoked,fiji,Spearfishing,36,"Tiger shark, 1.8 m [6']",Oct,N,M
1352,1959,Sea Disaster,usa,"Adrift, hanging onto cushion, after his 17' skiff ran out of gas & capsized 3 miles from shore",30,"A hammerhead shark, then 8 to 10 other sharks were said to be  involved",Sep,N,M
1353,1959,Invalid,philippines,The 240-ton motor vessel Pilar II with 100 people on board capsized in high winds & rough seas,10,Shark involvement prior to death was not confirmed,Aug,,M
1354,1959,Unprovoked,japan,Swimming,13 or 18,"Blue shark, 3 m [10']",Aug,Y,M
1355,1959,Unprovoked,usa,Spearfishing (but on surface),25,"Hammerhead shark, 1.8 m [6'] S. zygena identified by C. Limbaugh on description",Jul,N,M
1356,1959,Unprovoked,usa,Free diving for abalone,33,"Reported to involve a White shark, 6 m to 7m [20' to 23'] ",Jun,Y,M
1357,1959,Unprovoked,usa,Treading water,18,"White shark, 3 m [10']; identifed by Dr. W.I. Follett on tooth marks",May,Y,M
1358,1959,Unprovoked,usa,Spearfishing,19,"Tiger shark, 3.7 m [12']",May,N,M
1359,1959,Unprovoked,south africa,Treading water,14,1.8 to 2.1 m [6' to 7'] shark,Feb,N,M
1360,1959,Unprovoked,australia,Working prawn net,20,"Grey nurse shark, 1.8 m [6']",Jan,N,M
1361,1959,Unprovoked,australia,In deep water about 100 yards from his ship,22,Said to involve 2 sharks: 5.2 m & 6 m [17' & 20'] ,Jan,Y,M
1362,1959,Unprovoked,australia,"Surfing, but treading water",17,1.8 m [6'] shark,Jan,N,M
1363,1959,Unprovoked,south africa,Swimming,18,"White shark, 1.8 m to 2.1 m [6' to 7']  according to Shreuder and a witness",Jan,N,M
1364,1958,Unprovoked,usa,Surfing on air mattress,15,"Tiger shark, 4.6 m to 7.6 m [15' to 25'] ",Dec,Y,M
1365,1958,Unprovoked,american samoa,Cleaning hull of ship ,22,Tiger shark,Dec,Y,M
1366,1958,Unprovoked,australia,Swimming,21,12' shark,Nov,Y,M
1367,1958,Unprovoked,bahamas,Fishing,42,200-lb shark,Sep,N,M
1368,1958,Unprovoked,usa,"Swimming, ducking for shells in water 0.9 m deep",12,"Tiger shark, 1.5 m to 1.8 m [5' to 6'] ",Jul,N,M
1369,1958,Unprovoked,usa,"Swimming, ducking for shells in water 0.9 m deep",8,"Tiger shark, 1.5 m to 1.8 m [5' to 6'] ",Jul,N,M
1370,1958,Sea Disaster,pacific ocean,U.S. Airforce C124 enroute from Hickham Air Base to Japan went down. The 3 survivors fashioned raft from mailbags  & were rescued 3 days after the crash.,31,Sharks averaged 1.8 m [6'] in length,Jul,N,M
1371,1958,Provoked,usa,Free diving,20,"Nurse shark, 1.5 m [5']  identified by Dr. E. Clark on description of shark",Jul,N,M
1372,1958,Unprovoked,bahamas,"Spearfishing, had fish on his spear",36,"Tiger shark, <2 m TL",Jul,N,M
1373,1958,Provoked,usa,Wading,59,"Nurse shark, 2.1 m [7']  identified by Dr. E. Clark on color & tooth impressions",Jun,N,M
1374,1958,Unprovoked,usa,Walking,17,Tiger shark?,Jun,N,M
1375,1958,Unprovoked,taiwan,Diving,29,"Mako shark, 100-kg [221-lb] ",Apr,N,M
1376,1958,Unprovoked,south africa,Paddling in knee-deep water,28,3 m [10'] shark,Apr,Y,F
1377,1958,Unprovoked,south africa,Swimming with goggles,29,3 m [10'] shark,Apr,Y,M
1378,1958,Unprovoked,australia,Body surfing,14,6' shark,Jan,N,M
1379,1957,Unprovoked,south africa,Standing,14,1.8 m [6'] shark,Dec,N,F
1380,1957,Unprovoked,south africa,Floating,23,>3 m [10'] shark,Dec,Y,M
1381,1957,Unprovoked,usa,Swimming,57,White shark,Jul,Y,M
1382,1957,Unprovoked,australia,Competing in spearfishing championship & towing dead fish,28,4.6 m [15'] shark,May,N,M
1383,1957,Unprovoked,usa,Swimming,25,White shark,Apr,Y,M
1384,1957,Provoked,usa,Standing,17,4 m [13'] shark,Apr,N,M
1385,1957,Unprovoked,australia,Swimming between  anchored  pearling luggers,22,Shark seen feeding on turtle scraps thrown overboard prior to incident.,Apr,N,M
1386,1956,Unprovoked,papua new guinea,Spearfishing,19,2.4 m [8'] tiger shark caught 40 hours later with shorts of the boy in its gut,Dec,Y,M
1387,1956,Unprovoked,senegal,"Skindiving, fish at belt",19,Lemon shark,Oct,N,M
1388,1956,Unprovoked,usa,Swimming near pier,10,"White shark, 2.7 m [9'] ",Aug,N,M
1389,1956,Unprovoked,australia,"Swimming, attacked at  surf carnival",26,3.7 m [12'] shark & may have been another shark nearby,Mar,Y,M
1390,1956,Unprovoked,australia,Diving into water,15,1.8 m [6'] shark,Feb,Y,M
1391,1955,Unprovoked,papua new guinea,Swimming,8,Wobbegong shark,Nov,N,M
1392,1955,Unprovoked,american samoa,Swimming,28,Blue shark,Aug,Y,M
1393,1955,Unprovoked,usa,Spearfishing,19,"White shark, 5 m to 6 m [16.5' to 20] ",Feb,N,M
1394,1955,Unprovoked,australia,Swimming,25,3.6 m  white shark  (or bronze whaler),Feb,Y,M
1395,1955,Unprovoked,australia,Hunting lobsters in 2.4 m of water,13,"Bronze whaler shark,3.7 m [12'] ",Jan,Y,M
1396,1954,Unprovoked,australia,Pearl diving from lugger Whyalla,30,2.4 m [8']  shark,Jun,N,M
1397,1954,Unprovoked,argentina,Floating,18,White shark tooth fragment recovered from ankle & identified by Dr. W. I. Follett,Jan,N,M
1398,1954,Unprovoked,papua new guinea,Crouching in the water,26,14' shark,Jan,N,M
1399,1953,Invalid,mexico,Free diving,19,Invalid,Aug,,M
1400,1953,Unprovoked,usa,Spearfishing,15,3 m [10'] shark seen in vicinity,Jul,Y,M
1401,1953,Unprovoked,australia,Spearfishing,25,Wobbegong shark,Feb,N,M
1402,1952,Unprovoked,australia,"Fishing, setting nets",25,2.4 m [8'] shark,Dec,N,M
1403,1952,Unprovoked,usa,Body surfing & treading water,17,"White shark,4.6 m [15'] ",Dec,Y,M
1404,1951,Unprovoked,australia,Treading water,21,2.4 m [8']  shark,Dec,Y,M
1405,1951,Unprovoked,south africa,Swimming,23,"White shark, 1.8 m [6'] ",Nov,N,M
1406,1951,Unprovoked,south africa,Treading water,24,"White shark, 2.4 m [8'] ",Nov,N,M
1407,1951,Provoked,australia,Fell off surf ski,23,"Wobbegong shark, 4'",Mar,N,M
1408,1951,Unprovoked,south africa,Body surfing,31,136-kg [300-lb] shark,Feb,N,M
1409,1950,Unprovoked,australia,Body surfing,21,"White shark, 3m, seen in area and hooked 3 days later",Nov,N,M
1410,1950,Unprovoked,usa,Body surfing / treading water,31,White shark,Oct,N,M
1411,1950,Unprovoked,australia,Fishing,25,4' shark,Oct,N,M
1412,1950,Provoked,el salvador,Jerked overboard while pole fishing for tuna,27,"1,100-lb shark",Aug,N,M
1413,1950,Unprovoked,south africa,Body surfing,14,"White shark, 3.7 m [12']  according to witnesses",Feb,Y,M
1414,1950,Unprovoked,indonesia,Bending over,7 or 8,"Tiger shark, 3.7 m to 4.3 m  [12' to 14']",,Y,M
1415,1949,Unprovoked,australia,Free diving or wading back to shore,36,6' shark,Nov,N,M
1416,1949,Unprovoked,australia,Bathing in water 0.9 m deep,13,"3.3 m [10'9""] shark",Apr,Y,M
1417,1949,Unprovoked,australia,Lifesaving exhibition,20,"White shark, 3.6 m [11'9""] ",Jan,Y,M
1418,1949,Invalid,australia,Surfing,32,Invalid,Jan,,M
1419,1948,Unprovoked,greece,Swimming,17,Said to be 6.4 m [21'] shark,Sep,Y,M
1420,1948,Provoked,usa,Underwater photography,48,Nurse shark,,N,M
1421,1947,Unprovoked,australia,Fishing,9,Grey nurse shark,Dec,N,M
1422,1947,Unprovoked,usa,Swimming,20,Possibly C. leucas,Aug,Y,M
1423,1947,Unprovoked,south africa,Treading water,21,"1.5 m, 45-kg shark",Apr,N,M
1424,1947,Unprovoked,south africa,Treading water,22,"Blacktip shark, 2 m [6.75'] ",Mar,N,M
1425,1947,Unprovoked,south africa,Treading water,18,>1.6 m shark,Jan,N,M
1426,1946,Unprovoked,australia,Swimming after a tennis ball,30,4.3 m [14'] shark,Aug,Y,M
1427,1946,Unprovoked,australia,Standing,18,"White shark, 4.2 m [13'9""] ",Feb,N,M
1428,1946,Unprovoked,south africa,Jumping in swells,18,1.5 m [5'] shark,Jan,N,M
1429,1945,Unprovoked,south africa,Walking,37,Thought to involve a Zambesi shark,Mar,N,M
1430,1945,Unprovoked,iraq,Swimming,15,Bull shark,,N,M
1431,1944,Unprovoked,south africa,Swimming,17,"White shark, according to witnesses",Jul,Y,M
1432,1943,Unprovoked,panama,Dived overboard to check propeller of US Navy motor torpedo boat,20,"White shark, 2 m [6'9""]  (Tooth fragment recovered from victim's shoulder & identified by J.T. Nicholls)",Sep,Y,M
1433,1943,Invalid,mexico,Swimming,68,Invalid,Jul,,M
1434,1942,Unprovoked,australia,Dog paddling or standing,15,Bull shark,Dec,Y,F
1435,1942,Unprovoked,south africa,Swimming ,18,"White shark, 4.5 m  to 6 m [14'9"" to 20'] according to witnesses",Nov,Y,M
1436,1942,Unprovoked,australia,Treading water,24,"Tiger shark, 2.4 m to 3 m [8' to 10'] ",Sep,N,M
1437,1942,Unprovoked,australia,Swimming,28,"Bull shark, 4 m [13'] ",Jan,Y,F
1438,1942,Unprovoked,bahamas,Swimming along side N.E.L. vessel Saluda,48,1.2 m to 1.5 m [4' to 5'] shark,,N,M
1439,1941,Provoked,usa,Fishing from 32' boat,43,2.1 m [7'] shark,Jun,N,M
1440,1941,Provoked,usa,Fishing,53,Mako shark (aka bonito shark) 1.2 m [4'] ,Mar,N,M
1441,1940,Unprovoked,south africa,Treading water,25,"White shark, species identity confirmed by tooth pattern",Mar,Y,M
1442,1940,Unprovoked,south africa,Swimming,17,"White shark, 160-kg [353-lb], identity confirmed by tooth pattern",Feb,Y,M
1443,1940,Unprovoked,australia,Swimming,13,3 m [10'] shark,Jan,Y,M
1444,1940,Unprovoked,south africa,Swimming ,18,2.4 m [8'] shark,Jan,Y,M
1445,1939,Unprovoked,australia,Swimming ,20,2.6 m [8.5'] shark landed 2 hours later,Dec,Y,M
1446,1939,Provoked,bahamas,"Dress diving, filming shark & pulling it through the water for a motion picture scene",38,"Nurse shark, 2.1 m [7']",Jul,N,M
1447,1938,Provoked,australia,Fishing,18,"Tiger shark, 6'",Oct,N,M
1448,1938,Unprovoked,iraq,"Swimming, naked",9 or 10,Bull shark,May,N,M
1449,1938,Invalid,australia,Diving off jetty,24,Questionable incident,Jan,,M
1450,1937,Unprovoked,australia,Swimming ,25,Tiger shark,Oct,Y,M
1451,1937,Unprovoked,australia,Swimming ,18,"Tiger shark,  3.6 m [11'9""], 850-kg [1874-lb] female, contained Girvan's remains ",Oct,Y,M
1452,1937,Unprovoked,australia,"Diving from the lugger San, operated by the Protector of the Aborigines",38,"Tiger shark, 9' to 10' ",Aug,N,M
1453,1937,Unprovoked,australia,"Refused permission to cross on the ferry, he was swimming across the river",33,2 days later a 600-lb shark was caught 100 yards from the site,May,Y,M
1454,1937,Unprovoked,australia,Swimming,32,White shark,Feb,Y,M
1455,1936,Unprovoked,usa,Swimming crawl stroke,16,White shark (identified by Dr. Hugh Smith) ,Jul,Y,M
1456,1936,Unprovoked,australia,Diving for trochus,16,"Tiger shark, 4.6 m [15'] ",Apr,N,M
1457,1936,Unprovoked,australia,Swimming,14,White shark,Feb,Y,M
1458,1936,Unprovoked,australia,"Swimming. Passer-by, Len Bedford, heard him shriek , saw shark leap from the water & swimmer disappeared",13,White shark,Jan,Y,M
1459,1935,Unprovoked,australia,"Fell overboard, hanging onto lifebuoy",38,3.7 m [12'] shark,Aug,Y,M
1460,1935,Unprovoked,australia,Swimming,27,"White shark, 4 m [13'] ",Mar,Y,M
1461,1935,Unprovoked,australia,Standing,22,"White shark, 3.5 m to 4 m [11.5' to 13'] ",Mar,Y,M
1462,1934,Unprovoked,australia,Splashing,13,"Tiger shark, 1.5 m [5'] ",Dec,N,F
1463,1934,Unprovoked,australia,Swimming in waist-deep water ,15,4.3 m [14'] shark seen in vicinity,Apr,Y,M
1464,1934,Unprovoked,australia,Swimming in hip-deep water,17,4 m [13'] shark seen in vicinity,Mar,Y,M
1465,1934,Unprovoked,australia,Swimming on sandbar adjacent to channel,22,4.3 m [14'] shark seen in area previous week,Jan,N,M
1466,1932,Unprovoked,australia,Swimming,24,Thought to involve a mako or grey nurse shark,Oct,N,M
1467,1932,Unprovoked,south africa,Collecting fish by lamplight in gully,23,"Raggedtooth shark, 1.2 m to 1.5 m [4' to 5'] ",,N,M
1468,1931,Invalid,australia,Swimming ,39,Shark involvement prior to death unconfirmed,Feb,,M
1469,1931,Unprovoked,australia,Swimming,18,1.5 m [5'] shark,Jan,N,M
1470,1930,Unprovoked,australia,Diving off pier & treading water,18,White shark 4.9 m [16'] ,Feb,Y,M
1471,1930,Unprovoked,south africa,Swimming,23,"White shark, 4.5 m [14'9""], identity confirmed by witness & tooth pattern",Jan,N,M
1472,1929,Provoked,australia,Standing in knee-deep water,19,"Grey nurse shark, 4' ",Apr,N,M
1473,1929,Unprovoked,australia,Swimming,39,Galapagos shark,Feb,Y,M
1474,1929,Unprovoked,australia,Body surfing,14,12' shark,Jan,Y,M
1475,1928,Unprovoked,panama,Swimming,17,Morenos leg  & part of his swim suit found in 9' shark caught two hours after the attack. Identified as carcharhinid shark by L. Schultz & C. Limbaugh on photograph,Nov,Y,M
1476,1928,Unprovoked,australia,Bathing,15,4' shark,Apr,N,M
1477,1928,Unprovoked,south africa,Body surfing,18,1.2 m [4'] shark,Jan,N,M
1478,1927,Unprovoked,south africa,Swimming,17,"White shark, 4.4 m [14.5'] . ",Dec,Y,M
1479,1927,Unprovoked,australia,Body surfing / treading water,17,Grey nurse shark?,Mar,N,M
1480,1927,Unprovoked,australia,Swimming,15,3.7 m [12'] shark,Jan,Y,M
1481,1926,Unprovoked,australia,Bathing,17,"Grey nurse shark, 4'",Oct,N,M
1482,1926,Unprovoked,italy,Swimming,20,Said to involve 6 to 7 m [20' to 23'] white shark,Jul,Y,M
1483,1926,Unprovoked,usa,Swimming with dog near canning factory,15,1.5 m [5'] white shark or sevengill shark,Jul,N,M
1484,1925,Unprovoked,australia,Floating on his back,55,"Tiger shark, 4 m [13'] female",Nov,Y,M
1485,1925,Unprovoked,australia,Bathing in waist-deep water,16,Said to be a small shark,Mar,N,M
1486,1924,Unprovoked,australia,Had just dived into water & was swimming,16,3 m [10'] shark,Jan,Y,M
1487,1922,Unprovoked,australia,Bathing in 3' to 4' of water,19,"2.7 m [9'] ""blue"" shark",Dec,Y,M
1488,1922,Unprovoked,jamaica,Swimming,19,6' shark,,Y,M
1489,1922,Unprovoked,south africa,Swimming,18,"White shark, 12', identity confirmed by tooth fragment, witness and photograph of captured shark ",May,N,M
1490,1922,Unprovoked,australia,Bathing in knee-deep water,21,"White shark, 2.4 m [8'] ",Mar,Y,M
1491,1922,Unprovoked,australia,Swimming,18,White shark,Feb,Y,M
1492,1919,Unprovoked,australia,Wading,13,12' shark,Jan,Y,M
1493,1916,Unprovoked,usa,Swimming,24,Thought to involve a 2.6 m [8.5'] white shark,Jul,Y,M
1494,1912,Unprovoked,australia,Swimming,21,"2.8 m [9'3""] whaler shark captured 3 days later with his remains in its gut",Jan,Y,M
1495,1906,Unprovoked,south africa,Washing horses,30,1.8 m to 2.7 m [6' to 9'] shark,Jan,Y,M
1496,1905,Unprovoked,australia,Bathing,40,5' shark,Mar,N,M
1497,1901,Unprovoked,south africa,Swimming,29,White shark,Jul,Y,M
1498,1894,Unprovoked,australia,Bathing,19,10' to 12' shark,Nov,N,M
1499,1892,Provoked,australia,Fishing,21,12' shark,Mar,N,M
1500,1880,Unprovoked,australia,Swimming,12,Bull shark,Nov,Y,M
1501,1868,Unprovoked,india,Standing,35,Identified as C. gangeticus by Dr. J. Fayrer,May,Y,M
1502,1800,Unprovoked,seychelles,a corsair's boat was overturned,,,,Y,F
1503,1797,Unprovoked,,Dropped overboard,,,May,Y,
1504,1792,Provoked,england,Fishing,,,Sep,Y,M
1505,1791,Unprovoked,australia,,,,,Y,F
1506,1788,Boat,australia,Fishing,,,May,N,
1507,1787,Unprovoked,,Swimming,,,Jul,Y,M
1508,1786,Unprovoked,barbados,Washing himself,,,Aug,Y,M
1509,1785,Unprovoked,england,,,Tiger shark?,Sep,Y,M
1510,1784,Unprovoked,jamaica,Swimming,,,Dec,Y,M
1511,1783,Sea Disaster,martinique,,,,Mar,Y,M
1512,1780,Unprovoked,usa,Swimming,,,Aug,Y,M
1513,1779,Unprovoked,usa,Surfing,young,,,Y,M
1514,1776,Unprovoked,guinea,Murder,,,,Y,M
1515,1776,Boat,greenland,,,White sharks,,Y,
1516,1771,Unprovoked,usa,Fishing,,,Jul,Y,M
1517,1767,Invalid,france,Bathing,,Description of shark does not ring true,,,M
1518,1764,Unprovoked,spain,Swimming,,,,Y,M
1519,1758,Unprovoked,mediterranean sea,"Fell overboard from a frigate & was swallowed by a shark. The captain fired a gun at the shark, and ""the creature cast the man out of his throat.""",,"""The fish was harpooned, dried, and presented to the sailor, who went round Europe exhibiting it  It was said to be 20 feet long.",,N,M
1520,1753,Unprovoked,jamaica,Fell overboard,,,Oct,Y,M
1521,1751,Unprovoked,usa,Swimming,,,Jul,Y,M
1522,1749,Unprovoked,cuba,Swimming,14,,,N,M
1523,1755,Unprovoked,sweden,,,,,,M
1524,1748,Unprovoked,panama,Pearl diving,,,,Y,M
1525,1742,Unprovoked,,Swimming,,,Dec,Y,M
1526,1738,Unprovoked,italy,Swimming,,,Apr,Y,M
1527,1733,Invalid,iceland,,,Shark involvement prior to death unconfirmed,,,
1528,1723,Unprovoked,roatan,,,,,,M
1529,1721,Unprovoked,italy,Swimming,,"White shark, 1600-lb female ",,Y,M
1530,1703,Unprovoked,barbados,Swimming,19,,Mar,N,M
1531,1700,Unprovoked,france,,,,,Y,M
1532,1700,Unprovoked,france,Bathing,,White shark,,N,M
1533,1700,Unprovoked,barbados,Bathing,,,,Y,M
1534,1642,Invalid,guinea,Went overboard,,Questionable,,,M
1535,1638,Unprovoked,,,,,,,M
1536,1637,Unprovoked,india,Wading,,,,,
1537,1617,Unprovoked,india,,,,,,
1538,1642,Unprovoked,usa,Swimming ,,,,Y,M
1539,1595,Unprovoked,india,Ship lay at anchor & man was working on its rudder,,,,,M
1540,1580,Unprovoked,between portugal & india,Man fell overboard from ship. Those on board threw a rope to him with a wooden block & were pulling him to the ship,,,Jan,Y,M
1541,1555,Unprovoked,,Swimming,,,,,M
1542,1554,Unprovoked,france,,,Possibly white sharks,,,M
1543,1543,Unprovoked,venezuela,Pearl diving,,,,Y,M
1544,500,Unprovoked,mexico,,,,,N,M
1545,77,Unprovoked,,Sponge diving,,,,Y,M
1546,5,Unprovoked,australia,,,,,N,M
1547,0,Unprovoked,,Ascending from a dive,,,,Y,M
1548,0,Unprovoked,greece,Washing his pig in preparation for a religious ceremony,,,,Y,M
1549,0,Sea Disaster,greece,Shipwrecked Persian Fleet,,,,Y,M
1550,0,Sea Disaster,italy,Shipwreck,,,,Y,M
1551,0,Unprovoked,canada,Fishing,,,,N,M
1552,0,Unprovoked,kenya,Diving,,,,N,M
1553,0,Unprovoked,kenya,Diving,,,,Y,M
1554,0,Unprovoked,panama,Swimming/,20,,Oct,Y,M
1555,0,Unprovoked,uruguay,Swimming,,,,N,
1556,0,Unprovoked,uruguay,Swimming,,,,Y,M
1557,0,Unprovoked,usa,Swimming,,,,N,M
1558,0,Unprovoked,papua new guinea,Swimming to canoe,,,,Y,M
1559,0,Unprovoked,australia,,15,,,N,F
1560,0,Unprovoked,australia,Fell into the water,,,,Y,M
1561,0,Unprovoked,usa,Diving,," Galapagos shark, 6'",,N,M
1562,0,Unprovoked,bermuda,,,,,Y,M
1563,0,Unprovoked,greece,Swimming,,,,Y,F
1564,0,Unprovoked,usa,Fishing for basking sharks,,Basking shark,,Y,M
1565,0,Provoked,india,,,,,N,M
1566,0,Unprovoked,lebanon,Collecting fish ,,,,N,M
1567,0,Unprovoked,spain,Skin diving,,,,N,
1568,0,Unprovoked,sudan,Snorkeling,,,,N,F
1569,0,Provoked,,,,,,N,M
1570,0,Unprovoked,usa,Shark tagging,21,"Blacktip shark, 5'",,N,F
1571,0,Unprovoked,usa,Surfing,,,,N,M
1572,0,Unprovoked,djibouti,A dhow capsized,,,,Y,
1573,0,Unprovoked,libya,Sponge diving,,,,Y,M
1574,0,Unprovoked,australia,Net-fishing,,,,N,M
1575,0,Unprovoked,new zealand,,,,Jun,Y,M
1576,0,Unprovoked,,Netting shrimp,,,,N,F
1577,0,Unprovoked,vietnam,Bathing,,,,N,M
1578,0,Unprovoked,sri lanka,Fishing?,,,,N,M
1579,0,Unprovoked,venezuela,Spearfishing ,,said to involve 2.5 m hammerhead sharks,,Y,M
1580,0,Unprovoked,usa,Wade-fishing,,,,N,M
1581,0,Unprovoked,greece,Free diving for sponges,,,,Y,M
1582,0,Boat,mozambique,Fishing,,Whale shark,,N,
1583,0,Unprovoked,south africa,Swimming,,,,Y,M
1584,0,Unprovoked,australia,Helmet diving,,Tiger shark,,N,M
1585,0,Unprovoked,bahrein,Pearl diving,,Tiger shark,,Y,M
1586,0,Unprovoked,bahamas,Spearfishing ,,1.8 m [6'] shark,,N,M
1587,0,Unprovoked,usa,Kitesurfing,,,,N,M
1588,0,Unprovoked,reunion,yachtsman in a zodiac,,,,N,M
1589,0,Unprovoked,solomon islands,Diving,,,Feb,N,M
1590,0,Unprovoked,korea,Diving,,,May,Y,F
1591,0,Unprovoked,french polynesia,Fishing,,,Mar,N,M
1592,0,Unprovoked,sudan,Diving,,Silvertip shark,,N,M
1593,0,Unprovoked,vanuatu,,,,Aug,Y,F
1594,0,Provoked,vanuatu,Attempting to drive shark from area,,A large hammerhead shark,Aug,N,M
1595,0,Unprovoked,iran,,,Bull shark,,N,M
1596,0,Provoked,usa,Skin diving. Grabbed shark's tail; shark turned & grabbed diver's ankle & began towing him to deep water,19,"Nurse shark, 2.1 m [7'] ",,N,M
1597,0,Invalid,papua new guinea,Scuba diving,,Questionable,,Y,M
1598,0,Unprovoked,red sea?,Free diving,,,,N,F
1599,0,Unprovoked,south africa,Crossing river on a raft,,,Jan,Y,M
1600,0,Unprovoked,usa,"Free diving, collecting sand dollars",,"Shovelnose guitarfish, adult male ",,N,M
1601,0,Unprovoked,greece,Swimming,,,May,Y,F
1602,0,Invalid,usa,Diving,,Invalid,,,M
1603,0,Unprovoked,usa,Canoeing,,,,Y,M
1604,0,Unprovoked,mediterranean sea,,,,,Y,M
1605,0,Unprovoked,australia,Diving for trochus,,0.9 m [3'] shark,,N,M
1606,0,Unprovoked,australia,Pearl diving,,,,N,M
1607,0,Unprovoked,singapore,Swimming,,,,N,
1608,0,Unprovoked,fiji,Spearfishing ,27,1.8 m [6'] shark,,N,M
1609,0,Unprovoked,mozambique,Skindiving,36,"""A pack of sharks""",,N,M
